Maker,Year,Registrations,YoY_pct
AMAN ELECTRIC VEHICLES,2024,532,228.4
AMAN ELECTRIC VEHICLES,2025,321,-39.66
AMAN ENTERPRISES BHPATNA,2021,0,
AMAN ENTERPRISES BHPATNA,2022,0,
AMAN ENTERPRISES BHPATNA,2023,0,
AMAN ENTERPRISES BHPATNA,2024,22,inf
AMAN ENTERPRISES BHPATNA,2025,65,195.45
AMAR AGRO SALES,2021,0,
AMAR AGRO SALES,2022,7,inf
AMAR AGRO SALES,2023,5,-28.57
AMAR AGRO SALES,2024,0,-100.0
AMAR AGRO SALES,2025,0,
AMAR ENGG. WORKS,2021,0,
AMAR ENGG. WORKS,2022,1,inf
AMAR ENGG. WORKS,2023,17,1600.0
AMAR ENGG. WORKS,2024,7,-58.82
AMAR ENGG. WORKS,2025,2,-71.43
AMARJEET HARVESTER INDUSTRY,2021,23,
AMARJEET HARVESTER INDUSTRY,2022,23,0.0
AMARJEET HARVESTER INDUSTRY,2023,25,8.7
AMARJEET HARVESTER INDUSTRY,2024,33,32.0
AMARJEET HARVESTER INDUSTRY,2025,14,-57.58
AMBICA INDUSTRIES,2021,4,
AMBICA INDUSTRIES,2022,0,-100.0
AMBICA INDUSTRIES,2023,0,
AMBICA INDUSTRIES,2024,0,
AMBICA INDUSTRIES,2025,0,
AMBICA TROLLEY WORKS,2021,0,
AMBICA TROLLEY WORKS,2022,0,
AMBICA TROLLEY WORKS,2023,0,
AMBICA TROLLEY WORKS,2024,0,
AMBICA TROLLEY WORKS,2025,3,inf
AMBIKA ENTERPRISES,2021,113,
AMBIKA ENTERPRISES,2022,92,-18.58
AMBIKA ENTERPRISES,2023,145,57.61
AMBIKA ENTERPRISES,2024,117,-19.31
AMBIKA ENTERPRISES,2025,123,5.13
AMBIKA INDUSTRIES,2021,986,
AMBIKA INDUSTRIES,2022,1161,17.75
AMBIKA INDUSTRIES,2023,1910,64.51
AMBIKA INDUSTRIES,2024,1880,-1.57
AMBIKA INDUSTRIES,2025,959,-48.99
AMEEN ENGINEERING WORKS AP28884094,2021,1,
AMEEN ENGINEERING WORKS AP28884094,2022,0,-100.0
AMEEN ENGINEERING WORKS AP28884094,2023,0,
AMEEN ENGINEERING WORKS AP28884094,2024,0,
AMEEN ENGINEERING WORKS AP28884094,2025,0,
AMERICAN ROAD TECHNOLOGY & SOLUTIONS PVT LTD,2021,2,
AMERICAN ROAD TECHNOLOGY & SOLUTIONS PVT LTD,2022,0,-100.0
AMERICAN ROAD TECHNOLOGY & SOLUTIONS PVT LTD,2023,0,
AMERICAN ROAD TECHNOLOGY & SOLUTIONS PVT LTD,2024,0,
AMERICAN ROAD TECHNOLOGY & SOLUTIONS PVT LTD,2025,0,
AMIR KHAN SAIFI STEEL WORKS,2021,0,
AMIR KHAN SAIFI STEEL WORKS,2022,0,
AMIR KHAN SAIFI STEEL WORKS,2023,0,
AMIR KHAN SAIFI STEEL WORKS,2024,21,inf
AMIR KHAN SAIFI STEEL WORKS,2025,89,323.81
AMMANN APOLLO INDIA PVT LTD,2021,177,
AMMANN APOLLO INDIA PVT LTD,2022,164,-7.34
AMMANN APOLLO INDIA PVT LTD,2023,222,35.37
AMMANN APOLLO INDIA PVT LTD,2024,219,-1.35
AMMANN APOLLO INDIA PVT LTD,2025,150,-31.51
AMO MOBILITY SOLUTIONS PVT LTD,2021,0,
AMO MOBILITY SOLUTIONS PVT LTD,2022,1496,inf
AMO MOBILITY SOLUTIONS PVT LTD,2023,1574,5.21
AMO MOBILITY SOLUTIONS PVT LTD,2024,122,-92.25
AMO MOBILITY SOLUTIONS PVT LTD,2025,25,-79.51
AMPERE VEHICLES PRIVATE LIMITED,2021,12470,
AMPERE VEHICLES PRIVATE LIMITED,2022,79859,540.41
AMPERE VEHICLES PRIVATE LIMITED,2023,42916,-46.26
AMPERE VEHICLES PRIVATE LIMITED,2024,1089,-97.46
AMPERE VEHICLES PRIVATE LIMITED,2025,132,-87.88
AMPERE VEHICLES PVT LTD,2021,315,
AMPERE VEHICLES PVT LTD,2022,2391,659.05
AMPERE VEHICLES PVT LTD,2023,8,-99.67
AMPERE VEHICLES PVT LTD,2024,0,-100.0
AMPERE VEHICLES PVT LTD,2025,0,
AMR TRAILERS,2021,1,
AMR TRAILERS,2022,0,-100.0
AMR TRAILERS,2023,0,
AMR TRAILERS,2024,0,
AMR TRAILERS,2025,0,
AMRIT AGRO INDUSTRIES,2021,0,
AMRIT AGRO INDUSTRIES,2022,0,
AMRIT AGRO INDUSTRIES,2023,1,inf
AMRIT AGRO INDUSTRIES,2024,2,100.0
AMRIT AGRO INDUSTRIES,2025,0,-100.0
"AMRIT ENGG WORKS,DKL",2021,57,
"AMRIT ENGG WORKS,DKL",2022,30,-47.37
"AMRIT ENGG WORKS,DKL",2023,49,63.33
"AMRIT ENGG WORKS,DKL",2024,38,-22.45
"AMRIT ENGG WORKS,DKL",2025,0,-100.0
AMRIT ENGINEERING WORKS ANGUL HEMASURPADA,2021,0,
AMRIT ENGINEERING WORKS ANGUL HEMASURPADA,2022,0,
AMRIT ENGINEERING WORKS ANGUL HEMASURPADA,2023,0,
AMRIT ENGINEERING WORKS ANGUL HEMASURPADA,2024,17,inf
AMRIT ENGINEERING WORKS ANGUL HEMASURPADA,2025,19,11.76
AMW MOTORS LIMITED,2021,8,
AMW MOTORS LIMITED,2022,10,25.0
AMW MOTORS LIMITED,2023,2,-80.0
AMW MOTORS LIMITED,2024,2,0.0
AMW MOTORS LIMITED,2025,0,-100.0
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2021,0,
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2022,6,inf
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2023,51,750.0
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2024,34,-33.33
ANCHI MOTORCYCLE  (IMPORTER: ECOTRINITY AUTOMOBILE,2025,4,-88.24
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2021,0,
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2022,1,inf
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2023,8,700.0
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2024,4,-50.0
ANCHI MOTORCYCLE (IMPORTER: EVNEXUS PVT. LTD.),2025,5,25.0
ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),2021,0,
ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),2022,0,
ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),2023,61,inf
ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),2024,42,-31.15
ANCHI MOTORCYCLE (IMPORTER: YED ELECTRIC),2025,1,-97.62
ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),2021,0,
ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),2022,0,
ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),2023,1,inf
ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),2024,0,-100.0
ANCHI MOTORCYCLE (IMPORTER:HINDUSTAN EV MOTORS),2025,0,
ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),2021,0,
ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),2022,0,
ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),2023,13,inf
ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),2024,8,-38.46
ANCHI MOTORCYCLE(IMPORTER:GREEN FUEL ALTERNATIVES),2025,0,-100.0
ANDHRA PRADESH SCOOTERS LTD,2021,0,
ANDHRA PRADESH SCOOTERS LTD,2022,0,
ANDHRA PRADESH SCOOTERS LTD,2023,1,inf
ANDHRA PRADESH SCOOTERS LTD,2024,0,-100.0
ANDHRA PRADESH SCOOTERS LTD,2025,0,
ANGAD AGRO INDUSTRIES,2021,0,
ANGAD AGRO INDUSTRIES,2022,0,
ANGAD AGRO INDUSTRIES,2023,0,
ANGAD AGRO INDUSTRIES,2024,4,inf
ANGAD AGRO INDUSTRIES,2025,2,-50.0
ANICK TRADERS,2021,0,
ANICK TRADERS,2022,0,
ANICK TRADERS,2023,0,
ANICK TRADERS,2024,0,
ANICK TRADERS,2025,10,inf
ANIRUDH RAJ AGRO LTD,2021,1,
ANIRUDH RAJ AGRO LTD,2022,0,-100.0
ANIRUDH RAJ AGRO LTD,2023,0,
ANIRUDH RAJ AGRO LTD,2024,0,
ANIRUDH RAJ AGRO LTD,2025,0,
ANJALI AUTO COMPONENTS,2021,11,
ANJALI AUTO COMPONENTS,2022,21,90.91
ANJALI AUTO COMPONENTS,2023,62,195.24
ANJALI AUTO COMPONENTS,2024,60,-3.23
ANJALI AUTO COMPONENTS,2025,27,-55.0
ANJALI ENTERPRISES,2021,2,
ANJALI ENTERPRISES,2022,0,-100.0
ANJALI ENTERPRISES,2023,0,
ANJALI ENTERPRISES,2024,0,
ANJALI ENTERPRISES,2025,0,
ANJALI TRADERS,2021,79,
ANJALI TRADERS,2022,76,-3.8
ANJALI TRADERS,2023,75,-1.32
ANJALI TRADERS,2024,107,42.67
ANJALI TRADERS,2025,42,-60.75
ANKIT RAJ ENGINEERIG WORKS SHOP,2021,7,
ANKIT RAJ ENGINEERIG WORKS SHOP,2022,3,-57.14
ANKIT RAJ ENGINEERIG WORKS SHOP,2023,0,-100.0
ANKIT RAJ ENGINEERIG WORKS SHOP,2024,0,
ANKIT RAJ ENGINEERIG WORKS SHOP,2025,0,
ANKUSH AUTO DEALS,2021,111,
ANKUSH AUTO DEALS,2022,2,-98.2
ANKUSH AUTO DEALS,2023,5,150.0
ANKUSH AUTO DEALS,2024,0,-100.0
ANKUSH AUTO DEALS,2025,0,
ANNAPURNA AGRO INDUSTRIES,2021,4,
ANNAPURNA AGRO INDUSTRIES,2022,1,-75.0
ANNAPURNA AGRO INDUSTRIES,2023,1,0.0
ANNAPURNA AGRO INDUSTRIES,2024,0,-100.0
ANNAPURNA AGRO INDUSTRIES,2025,0,
ANNAPURNA INDUSTRIES,2021,88,
ANNAPURNA INDUSTRIES,2022,83,-5.68
ANNAPURNA INDUSTRIES,2023,42,-49.4
ANNAPURNA INDUSTRIES,2024,84,100.0
ANNAPURNA INDUSTRIES,2025,21,-75.0
ANNAPURNA TRAILER IMPLEMENTS AP312671033,2021,0,
ANNAPURNA TRAILER IMPLEMENTS AP312671033,2022,0,
ANNAPURNA TRAILER IMPLEMENTS AP312671033,2023,0,
ANNAPURNA TRAILER IMPLEMENTS AP312671033,2024,0,
ANNAPURNA TRAILER IMPLEMENTS AP312671033,2025,10,inf
ANOOP CYLINDERS PVT LTD,2021,0,
ANOOP CYLINDERS PVT LTD,2022,0,
ANOOP CYLINDERS PVT LTD,2023,0,
ANOOP CYLINDERS PVT LTD,2024,9,inf
ANOOP CYLINDERS PVT LTD,2025,10,11.11
ANUGRAH ENGINEERING,2021,7,
ANUGRAH ENGINEERING,2022,1,-85.71
ANUGRAH ENGINEERING,2023,0,-100.0
ANUGRAH ENGINEERING,2024,0,
ANUGRAH ENGINEERING,2025,0,
"ANUP ENTERPRISES,SNG",2021,12,
"ANUP ENTERPRISES,SNG",2022,9,-25.0
"ANUP ENTERPRISES,SNG",2023,2,-77.78
"ANUP ENTERPRISES,SNG",2024,4,100.0
"ANUP ENTERPRISES,SNG",2025,0,-100.0
ANVITA AUTO TECH WORKS PVT LTD,2021,5,
ANVITA AUTO TECH WORKS PVT LTD,2022,30,500.0
ANVITA AUTO TECH WORKS PVT LTD,2023,26,-13.33
ANVITA AUTO TECH WORKS PVT LTD,2024,5,-80.77
ANVITA AUTO TECH WORKS PVT LTD,2025,3,-40.0
ANWAR ENGINEERING RAYAGADA,2021,0,
ANWAR ENGINEERING RAYAGADA,2022,0,
ANWAR ENGINEERING RAYAGADA,2023,0,
ANWAR ENGINEERING RAYAGADA,2024,0,
ANWAR ENGINEERING RAYAGADA,2025,14,inf
APARNA INDUSTRIES,2021,97,
APARNA INDUSTRIES,2022,86,-11.34
APARNA INDUSTRIES,2023,87,1.16
APARNA INDUSTRIES,2024,37,-57.47
APARNA INDUSTRIES,2025,114,208.11
APM AUTO SALES,2021,221,
APM AUTO SALES,2022,402,81.9
APM AUTO SALES,2023,778,93.53
APM AUTO SALES,2024,675,-13.24
APM AUTO SALES,2025,645,-4.44
APOLLO CARMIX EQUIPMENTS PVT LTD,2021,72,
APOLLO CARMIX EQUIPMENTS PVT LTD,2022,64,-11.11
APOLLO CARMIX EQUIPMENTS PVT LTD,2023,81,26.56
APOLLO CARMIX EQUIPMENTS PVT LTD,2024,115,41.98
APOLLO CARMIX EQUIPMENTS PVT LTD,2025,101,-12.17
APOLLO CONSTRUCTION EQUIPMENTS PVT LTD,2021,5,
APOLLO CONSTRUCTION EQUIPMENTS PVT LTD,2022,1,-80.0
APOLLO CONSTRUCTION EQUIPMENTS PVT LTD,2023,1,0.0
APOLLO CONSTRUCTION EQUIPMENTS PVT LTD,2024,0,-100.0
APOLLO CONSTRUCTION EQUIPMENTS PVT LTD,2025,0,
APOLLO INFFRATECH PVT LTD,2021,0,
APOLLO INFFRATECH PVT LTD,2022,4,inf
APOLLO INFFRATECH PVT LTD,2023,0,-100.0
APOLLO INFFRATECH PVT LTD,2024,0,
APOLLO INFFRATECH PVT LTD,2025,0,
APSAGROINDUSTRIESDEVOLPMENTCORPORATIONLTAP67413584,2021,0,
APSAGROINDUSTRIESDEVOLPMENTCORPORATIONLTAP67413584,2022,0,
APSAGROINDUSTRIESDEVOLPMENTCORPORATIONLTAP67413584,2023,0,
APSAGROINDUSTRIESDEVOLPMENTCORPORATIONLTAP67413584,2024,0,
APSAGROINDUSTRIESDEVOLPMENTCORPORATIONLTAP67413584,2025,1,inf
APSARA ENTERPRISE,2021,418,
APSARA ENTERPRISE,2022,379,-9.33
APSARA ENTERPRISE,2023,725,91.29
APSARA ENTERPRISE,2024,1551,113.93
APSARA ENTERPRISE,2025,1399,-9.8
APTEC EQUIPMENT PRIVATE LIMITED,2021,0,
APTEC EQUIPMENT PRIVATE LIMITED,2022,7,inf
APTEC EQUIPMENT PRIVATE LIMITED,2023,13,85.71
APTEC EQUIPMENT PRIVATE LIMITED,2024,10,-23.08
APTEC EQUIPMENT PRIVATE LIMITED,2025,20,100.0
"ARATI ENTERPRISES, BHPATNA",2021,50,
"ARATI ENTERPRISES, BHPATNA",2022,10,-80.0
"ARATI ENTERPRISES, BHPATNA",2023,0,-100.0
"ARATI ENTERPRISES, BHPATNA",2024,0,
"ARATI ENTERPRISES, BHPATNA",2025,0,
ARBUDA AGRO INDUSTRIES,2021,0,
ARBUDA AGRO INDUSTRIES,2022,0,
ARBUDA AGRO INDUSTRIES,2023,0,
ARBUDA AGRO INDUSTRIES,2024,0,
ARBUDA AGRO INDUSTRIES,2025,1,inf
ARCHIT ENTERPRISES,2021,203,
ARCHIT ENTERPRISES,2022,564,177.83
ARCHIT ENTERPRISES,2023,1077,90.96
ARCHIT ENTERPRISES,2024,1333,23.77
ARCHIT ENTERPRISES,2025,767,-42.46
ARD EXIM,2021,24,
ARD EXIM,2022,42,75.0
ARD EXIM,2023,62,47.62
ARD EXIM,2024,41,-33.87
ARD EXIM,2025,5,-87.8
ARIHANT ENTERPRISE,2021,2,
ARIHANT ENTERPRISE,2022,0,-100.0
ARIHANT ENTERPRISE,2023,0,
ARIHANT ENTERPRISE,2024,0,
ARIHANT ENTERPRISE,2025,0,
ARIHANT ENTERPRISES,2021,0,
ARIHANT ENTERPRISES,2022,0,
ARIHANT ENTERPRISES,2023,0,
ARIHANT ENTERPRISES,2024,1,inf
ARIHANT ENTERPRISES,2025,9,800.0
ARIN TRACTORS PVT LTD,2021,0,
ARIN TRACTORS PVT LTD,2022,51,inf
ARIN TRACTORS PVT LTD,2023,2,-96.08
ARIN TRACTORS PVT LTD,2024,0,-100.0
ARIN TRACTORS PVT LTD,2025,0,
ARMAN GREEN VEHICLES PVT LTD,2021,31,
ARMAN GREEN VEHICLES PVT LTD,2022,14,-54.84
ARMAN GREEN VEHICLES PVT LTD,2023,0,-100.0
ARMAN GREEN VEHICLES PVT LTD,2024,0,
ARMAN GREEN VEHICLES PVT LTD,2025,0,
ARMIX CONSTRUCTION MACHINERY PVT LTD,2021,0,
ARMIX CONSTRUCTION MACHINERY PVT LTD,2022,4,inf
ARMIX CONSTRUCTION MACHINERY PVT LTD,2023,5,25.0
ARMIX CONSTRUCTION MACHINERY PVT LTD,2024,9,80.0
ARMIX CONSTRUCTION MACHINERY PVT LTD,2025,2,-77.78
ARNA ELECTRIC AUTO PVT LTD,2021,373,
ARNA ELECTRIC AUTO PVT LTD,2022,344,-7.77
ARNA ELECTRIC AUTO PVT LTD,2023,590,71.51
ARNA ELECTRIC AUTO PVT LTD,2024,86,-85.42
ARNA ELECTRIC AUTO PVT LTD,2025,0,-100.0
ARROW AUTOMOTIVE,2021,1277,
ARROW AUTOMOTIVE,2022,2785,118.09
ARROW AUTOMOTIVE,2023,3958,42.12
ARROW AUTOMOTIVE,2024,3433,-13.26
ARROW AUTOMOTIVE,2025,1761,-48.7
ARS INTERNATIONAL PVT LTD,2021,0,
ARS INTERNATIONAL PVT LTD,2022,1,inf
ARS INTERNATIONAL PVT LTD,2023,0,-100.0
ARS INTERNATIONAL PVT LTD,2024,0,
ARS INTERNATIONAL PVT LTD,2025,0,
ARX MINING & CONSTRUCTION EQUIPMENT PVT LTD,2021,0,
ARX MINING & CONSTRUCTION EQUIPMENT PVT LTD,2022,0,
ARX MINING & CONSTRUCTION EQUIPMENT PVT LTD,2023,0,
ARX MINING & CONSTRUCTION EQUIPMENT PVT LTD,2024,0,
ARX MINING & CONSTRUCTION EQUIPMENT PVT LTD,2025,1,inf
ARYAN INDUSTRIES,2021,0,
ARYAN INDUSTRIES,2022,0,
ARYAN INDUSTRIES,2023,0,
ARYAN INDUSTRIES,2024,3,inf
ARYAN INDUSTRIES,2025,39,1200.0
ASAV AUTOMOTIVE PVT LTD,2021,0,
ASAV AUTOMOTIVE PVT LTD,2022,0,
ASAV AUTOMOTIVE PVT LTD,2023,0,
ASAV AUTOMOTIVE PVT LTD,2024,7,inf
ASAV AUTOMOTIVE PVT LTD,2025,16,128.57
ASHA IMPEX,2021,35,
ASHA IMPEX,2022,61,74.29
ASHA IMPEX,2023,86,40.98
ASHA IMPEX,2024,251,191.86
ASHA IMPEX,2025,171,-31.87
ASHA INDUSTRIES,2021,3,
ASHA INDUSTRIES,2022,1,-66.67
ASHA INDUSTRIES,2023,0,-100.0
ASHA INDUSTRIES,2024,0,
ASHA INDUSTRIES,2025,0,
ASHA METAL INDUSTRIES,2021,8,
ASHA METAL INDUSTRIES,2022,0,-100.0
ASHA METAL INDUSTRIES,2023,1,inf
ASHA METAL INDUSTRIES,2024,2,100.0
ASHA METAL INDUSTRIES,2025,0,-100.0
ASHLESHA POWER CONTROLS PVT LTD,2021,0,
ASHLESHA POWER CONTROLS PVT LTD,2022,0,
ASHLESHA POWER CONTROLS PVT LTD,2023,6,inf
ASHLESHA POWER CONTROLS PVT LTD,2024,3,-50.0
ASHLESHA POWER CONTROLS PVT LTD,2025,1,-66.67
ASHMA-MOTORS PVT LTD,2021,0,
ASHMA-MOTORS PVT LTD,2022,0,
ASHMA-MOTORS PVT LTD,2023,294,inf
ASHMA-MOTORS PVT LTD,2024,1389,372.45
ASHMA-MOTORS PVT LTD,2025,802,-42.26
ASHNNI MOTORS PVT LTD,2021,0,
ASHNNI MOTORS PVT LTD,2022,0,
ASHNNI MOTORS PVT LTD,2023,0,
ASHNNI MOTORS PVT LTD,2024,5,inf
ASHNNI MOTORS PVT LTD,2025,2,-60.0
"ASHOK FABRIC & ENGG,RAIRAKHOL",2021,1,
"ASHOK FABRIC & ENGG,RAIRAKHOL",2022,2,100.0
"ASHOK FABRIC & ENGG,RAIRAKHOL",2023,2,0.0
"ASHOK FABRIC & ENGG,RAIRAKHOL",2024,4,100.0
"ASHOK FABRIC & ENGG,RAIRAKHOL",2025,0,-100.0
ASHOK LEYLAND DEFENCE SYSTEMS LTD,2021,83,
ASHOK LEYLAND DEFENCE SYSTEMS LTD,2022,100,20.48
ASHOK LEYLAND DEFENCE SYSTEMS LTD,2023,5,-95.0
ASHOK LEYLAND DEFENCE SYSTEMS LTD,2024,54,980.0
ASHOK LEYLAND DEFENCE SYSTEMS LTD,2025,1,-98.15
ASHOK LEYLAND JOHN DEERE CONST EQUIP COMP PVT LTD,2021,0,
ASHOK LEYLAND JOHN DEERE CONST EQUIP COMP PVT LTD,2022,0,
ASHOK LEYLAND JOHN DEERE CONST EQUIP COMP PVT LTD,2023,1,inf
ASHOK LEYLAND JOHN DEERE CONST EQUIP COMP PVT LTD,2024,0,-100.0
ASHOK LEYLAND JOHN DEERE CONST EQUIP COMP PVT LTD,2025,0,
ASHOK LEYLAND LTD,2021,99211,
ASHOK LEYLAND LTD,2022,142757,43.89
ASHOK LEYLAND LTD,2023,168902,18.31
ASHOK LEYLAND LTD,2024,167267,-0.97
ASHOK LEYLAND LTD,2025,108610,-35.07
ASHOK STEEL INDU,2021,2,
ASHOK STEEL INDU,2022,1,-50.0
ASHOK STEEL INDU,2023,3,200.0
ASHOK STEEL INDU,2024,0,-100.0
ASHOK STEEL INDU,2025,0,
ASHOKA INDUSTRIES BOLANGIR DUMERPALI,2021,0,
ASHOKA INDUSTRIES BOLANGIR DUMERPALI,2022,0,
ASHOKA INDUSTRIES BOLANGIR DUMERPALI,2023,0,
ASHOKA INDUSTRIES BOLANGIR DUMERPALI,2024,0,
ASHOKA INDUSTRIES BOLANGIR DUMERPALI,2025,3,inf
ASHTVINAYAK INDUSTRIES,2021,6,
ASHTVINAYAK INDUSTRIES,2022,0,-100.0
ASHTVINAYAK INDUSTRIES,2023,0,
ASHTVINAYAK INDUSTRIES,2024,0,
ASHTVINAYAK INDUSTRIES,2025,3,inf
ASHWA ELECTRIC,2021,4,
ASHWA ELECTRIC,2022,1,-75.0
ASHWA ELECTRIC,2023,0,-100.0
ASHWA ELECTRIC,2024,1,inf
ASHWA ELECTRIC,2025,0,-100.0
ASIA BODY BUILDERS & MANUFACTURERS,2021,0,
ASIA BODY BUILDERS & MANUFACTURERS,2022,0,
ASIA BODY BUILDERS & MANUFACTURERS,2023,0,
ASIA BODY BUILDERS & MANUFACTURERS,2024,3,inf
ASIA BODY BUILDERS & MANUFACTURERS,2025,0,-100.0
"ASIS ENG.WORKS, BERHAMPUR",2021,3,
"ASIS ENG.WORKS, BERHAMPUR",2022,0,-100.0
"ASIS ENG.WORKS, BERHAMPUR",2023,0,
"ASIS ENG.WORKS, BERHAMPUR",2024,0,
"ASIS ENG.WORKS, BERHAMPUR",2025,0,
"ASISH ENG WORKS, HALADIAPADAR, BERHAMPUR, GANJAM",2021,1,
"ASISH ENG WORKS, HALADIAPADAR, BERHAMPUR, GANJAM",2022,0,-100.0
"ASISH ENG WORKS, HALADIAPADAR, BERHAMPUR, GANJAM",2023,0,
"ASISH ENG WORKS, HALADIAPADAR, BERHAMPUR, GANJAM",2024,0,
"ASISH ENG WORKS, HALADIAPADAR, BERHAMPUR, GANJAM",2025,0,
ASL ENTERPRISES LTD,2021,1,
ASL ENTERPRISES LTD,2022,0,-100.0
ASL ENTERPRISES LTD,2023,0,
ASL ENTERPRISES LTD,2024,0,
ASL ENTERPRISES LTD,2025,0,
ASSAM FABRICATION WORKS,2021,16,
ASSAM FABRICATION WORKS,2022,37,131.25
ASSAM FABRICATION WORKS,2023,45,21.62
ASSAM FABRICATION WORKS,2024,83,84.44
ASSAM FABRICATION WORKS,2025,19,-77.11
ASSAM SAII MOTORS P LTD,2021,0,
ASSAM SAII MOTORS P LTD,2022,0,
ASSAM SAII MOTORS P LTD,2023,0,
ASSAM SAII MOTORS P LTD,2024,1,inf
ASSAM SAII MOTORS P LTD,2025,0,-100.0
ASTECH INFRATECH PVT LTD,2021,3,
ASTECH INFRATECH PVT LTD,2022,0,-100.0
ASTECH INFRATECH PVT LTD,2023,0,
ASTECH INFRATECH PVT LTD,2024,0,
ASTECH INFRATECH PVT LTD,2025,0,
ASTER AUTOMOTIVE PVT LTD,2021,0,
ASTER AUTOMOTIVE PVT LTD,2022,2,inf
ASTER AUTOMOTIVE PVT LTD,2023,0,-100.0
ASTER AUTOMOTIVE PVT LTD,2024,0,
ASTER AUTOMOTIVE PVT LTD,2025,0,
ASTON MARTIN LAGONDA LTD,2021,5,
ASTON MARTIN LAGONDA LTD,2022,8,60.0
ASTON MARTIN LAGONDA LTD,2023,6,-25.0
ASTON MARTIN LAGONDA LTD,2024,15,150.0
ASTON MARTIN LAGONDA LTD,2025,6,-60.0
ASTON MARTIN LAGONDA PVT LTD,2021,4,
ASTON MARTIN LAGONDA PVT LTD,2022,1,-75.0
ASTON MARTIN LAGONDA PVT LTD,2023,0,-100.0
ASTON MARTIN LAGONDA PVT LTD,2024,0,
ASTON MARTIN LAGONDA PVT LTD,2025,0,
ATHER ENERGY LTD,2021,15930,
ATHER ENERGY LTD,2022,51813,225.25
ATHER ENERGY LTD,2023,104739,102.15
ATHER ENERGY LTD,2024,126360,20.64
ATHER ENERGY LTD,2025,102910,-18.56
ATLAS AUTO INDUSTRIES,2021,0,
ATLAS AUTO INDUSTRIES,2022,0,
ATLAS AUTO INDUSTRIES,2023,1,inf
ATLAS AUTO INDUSTRIES,2024,0,-100.0
ATLAS AUTO INDUSTRIES,2025,0,
ATLAS COPCO INDIA LIMITED,2021,1,
ATLAS COPCO INDIA LIMITED,2022,0,-100.0
ATLAS COPCO INDIA LIMITED,2023,0,
ATLAS COPCO INDIA LIMITED,2024,0,
ATLAS COPCO INDIA LIMITED,2025,0,
ATLAS COPCO INDIA LTD,2021,2,
ATLAS COPCO INDIA LTD,2022,0,-100.0
ATLAS COPCO INDIA LTD,2023,1,inf
ATLAS COPCO INDIA LTD,2024,0,-100.0
ATLAS COPCO INDIA LTD,2025,0,
ATOMEX E-MOTORS INDIA PVT LTD,2021,17,
ATOMEX E-MOTORS INDIA PVT LTD,2022,3,-82.35
ATOMEX E-MOTORS INDIA PVT LTD,2023,1,-66.67
ATOMEX E-MOTORS INDIA PVT LTD,2024,0,-100.0
ATOMEX E-MOTORS INDIA PVT LTD,2025,0,
ATTOLENT AUTO GROUP PVT LTD,2021,132,
ATTOLENT AUTO GROUP PVT LTD,2022,456,245.45
ATTOLENT AUTO GROUP PVT LTD,2023,760,66.67
ATTOLENT AUTO GROUP PVT LTD,2024,631,-16.97
ATTOLENT AUTO GROUP PVT LTD,2025,529,-16.16
ATUL AUTO LTD,2021,14777,
ATUL AUTO LTD,2022,18724,26.71
ATUL AUTO LTD,2023,22585,20.62
ATUL AUTO LTD,2024,27081,19.91
ATUL AUTO LTD,2025,16827,-37.86
ATUL GREENTECH PRIVATE LIMITED,2021,0,
ATUL GREENTECH PRIVATE LIMITED,2022,0,
ATUL GREENTECH PRIVATE LIMITED,2023,128,inf
ATUL GREENTECH PRIVATE LIMITED,2024,765,497.66
ATUL GREENTECH PRIVATE LIMITED,2025,961,25.62
ATUMOBILE PVT LTD,2021,0,
ATUMOBILE PVT LTD,2022,0,
ATUMOBILE PVT LTD,2023,105,inf
ATUMOBILE PVT LTD,2024,34,-67.62
ATUMOBILE PVT LTD,2025,11,-67.65
ATUT SANGAM,2021,431,
ATUT SANGAM,2022,943,118.79
ATUT SANGAM,2023,2336,147.72
ATUT SANGAM,2024,2490,6.59
ATUT SANGAM,2025,1274,-48.84
