S No,Maker,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
873,OLECTRA GREENTECH LTD,25,69,18,30,61,52,65,53,49,21,44,31,518
874,OM BALAJEE AUTOMOBILE ( INDIA) PVT. LTD,162,180,183,168,160,221,401,281,370,288,299,217,2930
875,OM BALAJI AUTOMOBILES I P LTD,3,1,1,0,2,1,0,0,0,0,5,6,19
876,OMEGA CONSTRUCTION EQUIPMENT PVT LTD,0,3,0,0,0,0,0,2,3,7,2,2,19
877,OMEGA SALES & AGRO INDUSTRIES,4,13,3,2,5,14,6,12,7,10,11,15,102
878,OMEGA SEIKI PVT LTD,180,108,313,186,256,133,214,108,156,201,475,601,2931
879,OM. INDUSTRIES,1,0,0,0,0,0,0,0,0,0,0,0,1
880,OMJAY EV LIMITED,12,4,5,9,23,17,42,16,10,13,9,12,172
881,OMKAR  INDUSTRIES,0,0,1,3,1,1,3,0,0,0,0,0,9
882,OM PACKAGING,0,0,1,4,1,0,4,2,1,2,0,0,15
883,OM RAJ AUTOTECH LLP,133,65,100,48,130,97,92,131,119,91,110,51,1167
884,OM SHREE SAI ENGINEERING,2,1,16,5,9,10,11,6,9,6,11,17,103
885,"OM TRAILORES,LATUR",0,3,1,0,1,0,0,0,0,0,0,0,5
886,"OM VINAYAK INDUSTRIES,BGH",0,2,1,2,1,0,1,0,0,0,0,0,7
887,ORDINANCE FACTORY,3,20,14,15,9,6,8,9,3,8,7,18,120
888,OTHERS,34708,33694,34881,35866,33674,20152,9732,8704,9394,8577,4591,3288,237261
889,OZOTEC AUTOMOBILE PRIVATE LIMITED,0,0,0,0,0,0,0,0,0,4,42,47,93
890,PAARTH SARTHI AUTOMOTIVE ENGINEERS PVT LTD,2,5,6,1,0,1,1,0,2,1,3,1,23
891,PACE AGRO PRIVATE LIMITED,3,6,3,0,0,1,1,1,2,0,16,13,46
892,PADMAVATI ENGINEERING WORKS,0,0,0,0,0,0,3,0,0,0,0,0,3
893,PANESAR AGRICULTURE INDUSTRIES,0,0,0,0,0,4,2,0,0,0,0,0,6
894,PANESAR AGRO TECH,0,0,4,0,1,0,1,1,1,15,12,12,47
895,PANKAJ ENGINEERING WORKS,0,0,0,0,0,1,0,0,0,0,0,0,1
896,PANTHER ELECTRIC VEHICLES,10,5,7,9,8,6,3,3,1,2,12,0,66
897,PARAG AGRO,0,0,0,0,0,0,0,0,0,0,0,4,4
898,PARAMOUNT AUTOMOTIVES,5,6,3,8,3,3,5,6,3,2,6,4,54
899,PARAS INDUSTRIES,56,42,57,63,82,141,80,132,146,120,111,116,1146
900,PARDEEP AGRO INDUSTRIES,1,3,4,3,2,0,0,1,2,0,1,3,20
901,PARI E-VEHICLES,22,17,25,24,29,46,47,48,59,35,88,44,484
902,PARI METRO E RICKSHAW,49,39,50,62,36,66,68,88,87,76,71,14,706
903,PARVEEN AUTO,0,0,1,0,0,0,0,0,0,0,0,0,1
904,PASHUPATI VEHICLES PVT LTD,0,0,0,1,0,0,0,0,0,0,0,0,1
905,PATEL INDUSTRIES,0,2,0,0,0,1,0,0,0,0,2,3,8
906,PATEL SALES AGENCY,1,0,0,0,0,0,0,0,0,0,0,0,1
907,PATS MOTOR CORP,2,1,4,3,4,2,1,0,4,0,3,0,24
908,PAUL INDUSTRIES,0,0,0,0,0,0,0,0,1,0,0,2,3
909,PAUNIYA TRACTORS AND FARM EQUIPMENT PVT LTD,0,0,0,1,0,2,0,0,0,0,0,2,5
910,PAVITHRA ENGINEERING WORKS,0,0,1,0,0,0,0,0,1,0,0,1,3
911,P B NATIONAL AGRICULTURE WORKS,1,0,0,0,0,0,1,0,0,0,1,0,3
912,PCA AUTOMOBILES INDIA PVT LTD,55,32,34,45,36,59,52,526,725,741,644,644,3593
913,PEUGEOT LTD,0,0,0,0,0,0,1,0,0,0,0,0,1
914,PIAGGIO VEHICLES PVT LTD,9230,8753,9793,9660,9002,8729,8076,8907,9101,9459,10062,8833,109605
915,PI BEAM LABS PRIVATE LIMITED,0,0,0,1,0,0,0,0,0,0,0,0,1
916,P KHARKONGOR STEEL FABRICATION,0,0,1,0,0,0,0,0,0,1,0,0,2
917,PLAUDIT TECHNO INDIA PVT LTD,9,1,7,5,3,1,0,4,2,1,1,0,34
918,P M DIESELS PVT LTD,7,10,4,0,3,1,7,8,11,22,12,2,87
919,PMI ELECTRO MOBILITY SOLUTIONS PRIVATE LIMITED,83,52,19,47,28,61,56,111,58,96,27,63,701
920,PODDAR INDUSTRIES,0,2,0,0,0,0,0,0,0,0,0,0,2
921,POLARIS INDIA PVT LTD,5,5,4,2,29,21,6,30,14,7,8,9,140
922,POOJA INDUSTRIES,0,0,0,0,0,0,0,1,0,0,0,0,1
923,POOSHPAK AUTOMOBILES PVT LTD,0,0,0,0,0,0,0,0,0,0,0,1,1
924,PORFITEL TECHNOLOGY (IMPORTER: AERORIDE),0,0,0,0,0,0,0,0,0,1,1,21,23
925,PORSCHE AG,1,0,0,1,0,0,0,1,0,0,0,0,3
926,PORSCHE AG GERMANY,54,29,62,53,62,61,52,59,67,53,81,32,665
927,PRAAKARM AUTO & CONSTRUCTION EQUIPMENTS,0,0,0,1,4,1,3,5,4,1,13,8,40
928,PRABHA AUTOMOTIVE ENGINEERS PVT LTD,0,0,1,1,0,0,2,0,0,1,0,1,6
929,PRAGATI AGRICULTURE,1,0,0,0,0,0,0,0,0,0,0,0,1
930,PRAGATI ENGINEERING,1,1,2,1,1,1,2,2,2,8,5,1,27
931,PRAG MOTORS,0,0,17,0,4,0,0,2,1,2,6,15,47
932,PRAKASH ENTERPRISES,5,4,8,5,4,5,5,5,1,0,4,0,46
933,PRAKASH METAL,1,2,3,2,1,1,2,0,0,0,0,0,12
934,PRAKASH TRAILER,11,0,7,4,1,4,0,1,3,1,3,3,38
935,PRASAD AGRICULTURAL PRODUCT,0,0,1,0,0,0,0,0,0,0,0,0,1
936,PRASAD AND PRASAD ENG,0,0,2,1,0,1,4,0,0,0,0,1,9
937,PRAVIN AGRO INDUSTRIES,1,0,0,0,0,0,0,0,0,0,0,0,1
938,PREEET AGRO INDUSTRIES PVT LTD,10,9,25,10,11,1,2,1,1,0,8,0,78
939,PREET AGRO INDUSTRIES PVT LTD,46,46,76,57,27,38,25,36,40,25,48,104,568
940,PREET TRACTORS PVT LTD,375,339,474,364,399,387,252,241,266,235,318,333,3983
941,PREET TRACTORS PVT. LTD.,24,25,38,24,24,38,25,12,6,1,10,1,228
942,PRIDE E-MOTORS,3,4,1,0,6,2,11,26,47,58,89,75,322
943,PRINCE AGRO WORKS,2,4,7,3,3,0,1,0,1,0,0,0,21
944,PRINCE ENGINEERING WORKS,0,0,0,0,0,1,0,0,0,0,0,0,1
945,PROPEL INDUSTRIES PVT. LTD.,0,0,0,0,0,0,0,0,0,0,0,1,1
946,PUBANG ETRON ELECTRIC MOTOR PVT LTD,19,11,15,3,11,13,13,12,11,6,6,5,125
947,PUNEET OVERSEAS  INC,0,1,2,0,0,0,2,0,0,9,1,0,15
948,PUNJAB AGRICULTURE WORKS,0,0,1,0,0,1,0,0,0,0,0,0,2
949,PUNJAB AGRO IMPLEMENTS INDUSTRIES,0,4,4,1,2,3,1,6,1,1,1,5,29
950,PUNJAB AGRO INDUSTRIES,3,3,1,0,0,0,0,0,1,0,0,0,8
951,PUNJAB AGRO INDUSTRIES (TRAILER),1,0,1,0,1,0,0,0,0,0,0,0,3
952,PUNJAB ENGINEERING COMPANY,0,0,0,6,2,1,0,1,2,0,2,9,23
953,PUNJAB HI-TECH INDUSTRIES,0,2,2,0,2,1,0,1,2,1,0,3,14
954,PUNJAB TRACTORS LIMITED,8,13,9,8,1,2,3,6,5,3,0,2,60
955,PUR ENERGY PVT LTD,1691,1428,2066,1756,1464,1125,1000,880,790,1047,925,781,14953
956,PURVA UDYOG PVT LTD,1,1,2,2,3,1,1,2,8,3,9,2,35
957,PUSHKAR INDUSTRIES,20,11,12,16,9,5,7,5,11,5,7,8,116
958,PYTHOX MOTORS PVT LTD,6,5,13,10,3,3,5,9,8,12,23,28,125
959,QIANJIANG-KEEWAY (IMPORTER: ADISHWAR AUTO),0,0,0,0,0,0,0,0,0,2,50,46,98
960,QUALITY ENGINEERING WORK,3,15,2,1,5,2,4,3,2,2,4,0,43
961,QUANTUM ENERGY LTD.,0,0,0,0,0,0,0,0,0,0,10,15,25
962,R3 ENTERPRISES,1,26,5,8,9,16,13,9,33,18,23,9,170
963,RACCOON MOTORS PVT LTD,1,3,0,2,1,0,1,1,1,3,0,7,20
964,RADHESHYAM TRAILOR,8,11,4,0,1,4,38,3,5,1,20,3,98
965,RAHUL AGRO EXPORTS PVT LTD,3,22,4,1,1,1,0,1,2,2,0,0,37
966,"RAJA RANEE AGRO E WORKS,ANGL",0,0,2,2,0,2,0,0,0,0,1,1,8
967,RAJ AUTOMOTIVE,13,9,9,12,10,5,14,4,17,1,3,5,102
968,RAJESH STEEL AND WIRE INDUSTRIES,0,1,1,7,1,3,2,8,3,0,1,3,30
969,RAMA ENGINEERING WORKS,0,0,3,0,1,1,0,3,0,0,0,0,8
970,RAM AGRO INDUSTRIES,3,9,8,3,1,3,3,3,4,0,0,7,44
971,RAM CHANDER & SONS,3,1,2,0,1,0,0,0,0,1,0,0,8
972,RAM CHAND & SONS,0,3,5,0,0,2,3,0,1,1,2,11,28
973,RAMGARHIA ENGG WORKS,0,0,1,4,5,4,0,1,1,0,2,1,19
974,RAMJI AGRO INDUSTRIES,0,0,2,3,1,0,1,1,0,0,0,0,8
975,RAM JI ENGINEERING WORKS,1,2,0,0,1,0,1,0,1,0,0,0,6
976,RAMON INDUSTRIES,3,5,6,3,5,3,6,10,13,9,7,1,71
977,RANA ENGINEER WORKS,1,1,0,1,2,2,0,4,1,16,6,1,35
978,RANI TRAILER,0,0,1,0,0,0,0,0,0,0,0,0,1
979,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,0,0,5,0,3,2,7,9,4,5,8,4,47
980,RASANDIK MOTORS PVT LTD,0,0,0,0,2,0,0,0,0,0,0,0,2
981,"RASHMI AUTOMOBILES, NUAPADA",1,0,0,0,0,0,1,0,0,0,0,1,3
982,RASIWASIA RASAYAN PVT LTD,1,0,3,0,0,2,3,0,0,1,0,0,10
983,RATAN ENGINEERING WORKS,2,0,2,3,1,0,0,7,2,0,0,2,19
984,RATNA ENGINEERING ENTERPRISES,0,1,1,1,2,0,0,2,0,1,1,1,10
985,RAVINDRA AGRO WORKS,0,0,1,0,0,1,0,2,1,0,0,1,6
986,RAYON ENGINEERS,19,17,26,2,4,28,38,6,34,62,54,43,333
987,R B INDUSTRIES,0,1,0,0,0,0,0,1,0,0,0,0,2
988,RCJ AUTO FORGE PVT LTD,18,16,21,6,11,20,34,13,26,37,44,35,281
989,RD AND CO,0,0,0,0,5,0,0,0,0,0,0,4,9
990,REEP INDUSTRIES PVT LTD,14,13,20,36,10,6,25,13,12,6,11,23,189
991,REFLEX CONTROL SYSTEM PVT .LTD,4,3,7,3,2,9,5,10,3,3,3,11,63
992,RENAULT INDIA PVT LTD,7700,6384,6829,6838,6806,6081,5800,6280,5997,7863,6379,5905,78862
993,REPUBLIC MOTORS,9,52,2,3,2,10,10,3,9,8,7,4,119
994,REVOLT INTELLICORP PVT LTD,673,1128,1412,1241,1586,2424,2319,1662,865,1041,524,37,14912
995,RGM BUSINESS PLUS PVT LTD,117,128,139,165,146,111,120,133,134,115,131,126,1565
996,RIBAND ELECTRIC PVT LTD,5,5,7,13,24,6,19,20,12,15,48,26,200
997,RIYA ENTERPRISE,0,0,5,1,5,2,1,4,3,9,0,2,32
998,"RK ENGG WORKS,JUNAGARH",0,2,0,0,5,2,1,2,0,0,0,2,14
999,RK TRACTOR,1,2,4,3,2,2,5,2,0,1,7,1,30
1000,R.K.TRAILORS,1,6,0,1,0,0,0,1,0,0,0,0,9
1001,R M PANCHAL,0,0,0,0,1,0,1,1,0,0,0,0,3
1002,R.N.GUPTA & CO LTD,3,3,3,2,1,1,0,0,0,0,0,0,13
1003,ROARLEO MOTOR PVT LTD,26,3,4,6,5,5,6,6,17,20,16,22,136
1004,ROLLS ROYCE,4,1,0,0,2,0,4,1,2,2,3,0,19
1005,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),0,0,0,0,1,2,0,0,0,0,0,0,3
1006,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),0,1,0,1,0,0,0,3,2,1,1,0,9
1007,ROOPRAI AGRO INDUSTRIES,1,0,1,1,0,1,0,0,0,0,0,0,4
1008,ROVER COMPANY,0,0,0,0,0,0,0,0,0,0,1,0,1
1009,ROWWET MOBILITY PVT LTD,15,16,13,13,15,21,7,10,10,2,10,11,143
1010,ROYAL-ENFIELD (UNIT OF EICHER LTD),47935,46432,53248,49267,47942,44971,43860,52451,57914,73771,70150,56558,644499
1011,ROYAL TRACTOR PVT LTD,0,1,0,0,0,0,0,0,0,0,1,0,2
1012,RSB AGRO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,0,1,1
1013,RSD SECURITY SOLUTIONS PVT LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
1014,RUDRA AUTO INDUSTRIES,0,0,0,0,0,0,0,0,0,0,1,0,1
1015,RUDRANARAYAN ENGG WORKS BOUDH,0,0,0,0,1,0,0,2,0,0,0,0,3
1016,RUPAL AGRO INDUSTRIES,0,1,3,7,2,1,0,2,1,1,1,13,32
1017,RUTBA PRODUCT PVT LTD,35,49,41,9,43,40,54,12,44,89,86,16,518
1018,SACHITANAND ENGINEERING WORKS,0,1,3,0,2,0,0,1,1,1,2,0,11
1019,SADGURU TRAILER & AGRI EQUIP,15,14,11,1,3,1,3,15,2,7,6,0,78
1020,SAERA ELECTRIC AUTO PVT LTD,949,910,1289,1221,1416,1523,1685,1967,2352,1990,2261,1997,19560
1021,SAGAR AGRO STEEL INDUSTRIES,15,13,16,1,10,15,3,2,9,8,12,11,115
1022,SAGAR FABRICATIONS,0,0,0,0,0,0,0,0,0,7,4,5,16
1023,SAGAR INDUSTRIES,0,2,1,2,1,1,2,1,2,0,0,0,12
1024,SAHARA TRALIORS,1,1,1,0,0,0,0,0,3,2,3,0,11
1025,SAHKAR AGRO IND,0,0,0,0,0,0,0,0,0,0,2,0,2
1026,SAHNIANAND E VEHICLES PVT LTD,0,0,0,0,3,23,60,24,164,341,262,256,1133
1027,SAHU INDUSTRIES,4,2,1,6,2,0,2,1,0,1,3,1,23
1028,SAI BABA FABRICATION,2,1,3,6,1,1,2,1,4,3,1,1,26
1029,SAI ENGINEERING AND WELDING WORKS,6,4,5,5,6,5,3,3,5,3,9,2,56
1030,"SAI KRIPA ENG WORKS, HALADIAPADAR,BERHAMPUR,GANJAM",0,0,0,0,0,0,0,1,0,1,0,0,2
1031,"SAI KRUPA ENGG WORKS,BHMPUR",4,0,0,1,0,0,1,0,0,0,0,0,6
1032,SAINIK CYCLE MART,2,6,7,17,2,5,19,23,24,6,12,19,142
1033,SAI TRAILERS,0,0,0,0,0,2,0,0,1,3,6,0,12
1034,SAJEDA ENGINEERING BHAWANIPATNA,0,0,1,0,2,1,3,0,0,0,3,2,12
1035,SAKSHAM TECH AUTOMOBILES,16,10,19,12,19,24,18,40,29,16,21,17,241
1036,SAKSHAM TRADING COMPANY,1,0,3,5,0,2,4,1,0,1,0,0,17
1037,SAKTHIVEL ENGINEERING WORKS,0,1,0,0,0,0,0,0,0,0,0,0,1
1038,SAMALESWARI ENGG WORKS,2,4,2,2,1,0,1,0,0,0,0,1,13
1039,"SAMAL FABRICATOR,BARCHANA",2,3,9,1,4,0,2,1,0,0,0,3,25
1040,SAME DEUTZ - FAHR INDIA (P) LTD.,146,135,229,101,128,130,119,113,98,87,108,99,1493
1041,SAMRAT ELECTRIC VEHICLE,4,7,12,20,17,22,32,29,52,41,61,56,353
1042,SANDHU AGRO INDUSTRIES,0,0,1,0,0,0,1,1,0,0,0,1,4
1043,S AND J INDUSTRIES,14,12,20,9,14,10,21,21,5,4,27,32,189
1044,"S AND S ENGG WORKS,BGH",0,0,0,1,0,0,0,0,0,0,1,0,2
1045,SANJAY TRAILORS,2,2,0,0,0,1,0,0,0,4,0,0,9
1046,SANJIV TRAILOR MURGOD,0,0,0,0,0,0,0,0,0,3,7,0,10
1047,SANSAR COMBINE,0,0,0,0,3,0,1,0,1,1,0,1,7
1048,SANTOSH ENGG WORKS,19,14,7,10,7,13,10,9,5,2,8,3,107
1049,SANY HEAVY INDUSTRY INDIA PVT LTD,9,19,26,22,21,19,25,15,16,31,31,22,256
1050,SANY HEAVY INT. LTD. PR C,0,1,0,0,0,0,0,0,0,0,0,0,1
1051,SANY INDIA,2,2,7,5,2,3,1,0,3,0,5,2,32
1052,SARALA ENTERPRISES CUTTACK,2,0,1,1,0,0,0,0,0,1,0,0,5
1053,SARANGI MOTORS TRAILER SNG,0,0,0,0,0,0,0,0,1,0,0,0,1
1054,"SARASWATI AGRO INDUSTRIES,CTC",2,3,3,4,1,3,2,1,4,1,2,0,26
1055,SAROOP AGRO INDUSTRIES,0,0,0,1,1,2,0,0,1,0,0,0,5
1056,SARSWATI AGRO CO.,0,0,0,0,0,0,0,0,1,0,0,0,1
1057,SAS MOTORS LTD.,0,0,0,0,0,0,1,0,0,0,0,0,1
1058,"SATAPATHY AGENCIES, BERHAMPUR",1,1,2,0,0,0,0,1,0,0,0,0,5
1059,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,45,86,90,68,72,132,163,129,100,187,143,95,1310
1060,SATKARTAR AGRO WORKS,0,1,2,0,0,0,0,1,4,0,0,0,8
1061,SATNAM ENGG WORKS,1,5,5,2,1,2,1,1,2,0,5,1,26
1062,SATRAC ENGINEERING PVT LTD,26,15,38,17,27,11,46,14,51,10,42,20,317
1063,SATYANARAYANA ENGG.WORKS,1,5,7,0,6,1,1,0,1,0,0,5,27
1064,"SATYASAI INDUSTRIES,DHENKANAL",0,0,1,1,0,1,2,0,0,0,0,0,5
1065,SAURYAA SHARYO CORPORATION,0,0,0,0,0,0,0,0,0,1,0,0,1
1066,SAYA AGRO INDUSTRIES,7,6,4,0,7,1,1,0,1,0,3,1,31
1067,SBTEK E MOTO PVT LTD,1,2,7,1,0,1,0,0,3,3,0,1,19
1068,SCA HAEVY EQUIPMENT PVT. LTD,2,2,0,1,0,2,1,0,1,0,0,1,10
1069,SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,28,37,53,14,0,1,0,0,2,28,17,10,190
1070,SCHEUERLE FAHRZEUG FABRIK(GMBH),0,0,0,0,0,0,10,0,0,0,0,0,10
1071,SCHWING STETTER INDIA PL,1,1,0,3,1,2,1,1,1,0,1,6,18
1072,SCOOTERS INDIA LTD,0,0,2,0,0,2,0,0,0,1,0,0,5
1073,SEALION AUTOMOBILE PVT LTD,3,1,3,1,4,9,6,4,1,0,1,3,36
1074,SEC RJMT ENGG.PVT.LTD.,0,0,0,0,1,0,0,0,0,0,0,2,3
1075,SEC-RJMT ENGINEERING PVT LTD,0,0,3,2,3,1,3,3,5,2,5,4,31
1076,"SEMBHI ARGO IND,SAMBALPUR",0,0,0,0,0,0,0,0,0,1,0,1,2
1077,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,2,6,2,4,4,1,3,6,4,14,3,6,55
1078,SENNEBOGEN EXCAVATOR 821E,0,0,0,0,0,0,0,1,0,0,0,0,1
1079,SETH INDUSTRIAL CORPORATION,7,3,20,27,37,16,34,72,44,53,64,74,451
1080,SF2 E VEHICLE PVT LTD,0,0,0,0,0,0,0,0,0,0,11,5,16
1081,SGLLINE MOTORS PVT LTD,5,0,1,0,9,2,7,7,10,8,7,4,60
1082,SHAH AGRO ENGG WORKS,0,0,0,0,0,0,0,1,0,0,0,0,1
1083,SHAKTI AUTO GREEN,27,38,43,3,8,33,53,15,46,89,30,35,420
1084,SHAKTI ENGINEERING WORK,0,3,0,4,0,2,2,2,0,3,2,0,18
1085,"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",0,0,0,0,0,1,0,0,0,0,0,0,1
1086,SHAKTIMAN AGRO INDUSTRIES,0,9,11,4,4,1,2,3,4,0,1,9,48
1087,SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,7,9,9,12,12,16,10,12,21,15,13,10,146
1088,SHALYA AUTO SALES PVT LTD,0,0,0,0,0,0,21,32,39,30,55,36,213
1089,SHARMA  AUTO MOBILES,0,0,0,0,0,0,1,0,0,0,0,0,1
1090,SHARMA-SHARMA ENGN WORKS,0,0,0,2,1,1,0,0,0,0,1,4,9
1091,SHEHALPREET ENGG WORKS,0,3,5,3,6,4,2,4,3,1,0,1,32
1092,"SHEKHAR ENGINEERING,JAJPUR",1,1,0,1,2,0,0,0,0,1,0,0,6
1093,SHERA ELECTRICAL AUTO PVT LTD,1,0,0,0,0,0,0,0,0,0,0,0,1
1094,SHIGAN EVOLTZ LTD,80,60,96,57,56,126,151,55,45,58,31,38,853
1095,SHINE METAL UDYOG PVT LTD (UNIT- II),0,1,0,0,1,1,0,0,0,0,2,0,5
1096,SHINME ELECTRICAL VEHICLE PVT LTD,28,14,11,12,10,7,3,1,1,4,0,0,91
1097,SHIVA GAYATRI ENGG WORKS,0,0,0,9,32,59,34,43,62,36,108,67,450
1098,"SHIV AGRO ,AGENCY",0,1,0,0,0,0,1,1,0,0,0,0,3
1099,SHIV AGRO INDUSTRIES,4,9,13,12,12,6,2,5,3,9,13,22,110
1100,SHIVAJI AGRO INDUSTRIES,5,4,4,1,2,1,3,0,1,1,0,5,27
1101,SHIVASHAKTHI ENG WORKS,24,24,23,23,5,39,21,24,16,26,33,11,269
1102,SHIVKRUPA TRAILOR,3,2,3,3,2,2,0,0,0,0,5,0,20
1103,SHIV OM INDIA,2,0,2,4,3,8,6,14,8,2,10,10,69
1104,SHIVRAJ TRAILOR,9,3,14,8,0,12,7,0,8,0,14,19,94
1105,SHIV SAI ENG WORKS,0,0,0,0,1,0,1,0,0,0,0,1,3
1106,SHIVSHAKTI STEEL INDUSTRIES LATUR,1,0,2,0,0,0,5,3,13,0,45,12,81
1107,SHIV TRAILOR INDUSTRIES,14,1,0,0,0,0,0,0,0,0,0,0,15
1108,SHOBHA ENG WORKS,2,1,2,2,0,1,0,0,0,0,0,2,10
1109,SHREE AMEE CONST EQUP,0,0,0,0,0,0,0,0,1,0,0,1,2
1110,SHREE BABA ENGINEERING WORKS,0,0,0,0,2,0,0,0,0,0,0,0,2
1111,SHREE BALAJI ENGINEERING WORK SHOP,0,0,0,0,0,0,0,0,0,0,1,0,1
1112,SHREE CARS PVT. LTD,0,0,0,0,0,0,0,0,1,0,0,0,1
1113,SHREE DURGA FABRICATION COMPANY,0,0,0,1,0,0,0,0,0,0,0,0,1
1114,SHREE JALARAM AGRI,2,0,0,0,0,0,0,0,0,0,0,0,2
1115,SHREE KRISHNA AGRO INDUSTRIES,0,0,0,0,0,0,1,0,0,0,0,0,1
1116,SHREE MARUTI NANDAN BUSINESSS (P) LTD,6,0,8,5,16,22,10,12,29,34,36,4,182
1117,SHREE MOMAI TRAILER,0,0,1,0,0,1,0,0,0,0,0,0,2
1118,SHREE SAI AGRO ENGINEERING WORKS,9,5,7,10,6,4,5,4,9,9,5,1,74
1119,SHREE SHAKTI AGRO INDIA,0,0,0,0,0,0,0,1,0,0,0,0,1
1120,SHREE SHAKTI AUTO IND,1,0,0,0,0,0,0,0,0,0,0,0,1
1121,SHREE SIRIDI SAI MINERAL & EXPORTS PVT. LTD,0,0,1,0,0,0,0,0,0,0,0,0,1
1122,SHREYA ENGINEERS,4,3,1,1,0,1,0,0,0,1,2,0,13
1123,SHRI AVP ENGINEERING WORK,0,1,0,1,3,0,0,0,0,0,2,0,7
1124,SHRI BARSANA E-VEHICLES PVT LTD,91,91,75,68,98,110,131,159,191,166,187,205,1572
1125,SHRI DATTA AGRO INDUSTRIES,0,0,1,0,1,0,0,0,0,0,2,0,4
1126,SHRI ENGINEERING WORKS,0,0,0,0,0,0,0,0,0,0,2,0,2
1127,SHRI GAJALAXMI ENGG WORKS,0,0,1,1,0,2,1,1,0,0,0,0,6
1128,SHRI GANESH ENGINERRING WORKS,2,3,1,1,0,4,3,3,6,4,6,10,43
1129,SHRI KALIKA AGRICULTURE EQUIPMENT,0,1,0,0,0,0,0,0,0,0,0,0,1
1130,SHRIKANTH ENGINEERING WORKS,0,3,1,0,3,1,0,1,0,0,0,0,9
1131,SHRI KRISHNA INDUSTRIES,1,1,2,1,1,0,0,0,1,2,2,3,14
1132,SHRI LAXMI ENGINEERING WORKS,3,7,6,3,8,11,6,6,7,3,15,11,86
1133,SHRI MAHALAXMI AGRO IND,1,0,4,0,0,1,0,0,0,0,0,2,8
1134,SHRI NAMO ELECTRIC AUTOMOTIVE,14,14,31,9,10,32,27,14,44,25,18,26,264
1135,SHRI NANDI TRAILER WORKS,0,0,1,0,0,0,0,0,0,1,0,0,2
1136,SHRINIWAS AGRO INDUSTRIES,9,9,13,6,5,8,4,6,9,10,15,5,99
1137,SHRI RADHE ENGG,1,1,2,0,0,1,0,0,1,0,1,0,7
1138,SHRIRAJ ELECTRIC VEHICLES,131,110,152,126,175,145,185,172,265,180,228,233,2102
1139,SHRI RAMA ENGINEERING,1,5,6,0,3,29,20,7,1,2,1,0,75
1140,SHRI RAM AGRO INDUSTRIES,4,1,0,0,0,2,0,0,0,1,0,1,9
1141,SHRI RAM AUTO TECH PVT LTD,0,0,0,0,0,0,0,0,0,0,3,1,4
1142,SHRI RAM TRAILOR,1,2,8,2,3,1,0,1,3,1,1,1,24
1143,SHRI SAI ENGG WORKS,0,8,28,2,1,7,10,2,0,0,1,6,65
1144,SHRI SAI SANTOSHI MATA AGRICULTURAL WORKS,5,0,7,0,1,1,0,0,0,0,0,0,14
1145,SHRI SHANKAR ENG WORKS,1,24,9,9,9,6,8,13,3,7,6,4,99
1146,SHRI SHIVAJI ENG WORKS,3,4,13,5,3,8,2,3,6,2,4,1,54
1147,SHRI SHIVSHANKAR ENTERPRISES,0,0,0,1,0,4,0,0,0,0,3,0,8
1148,SHRI SHIVSHIDHA AGRI IMPLIMENT,1,4,0,0,0,1,2,0,0,0,3,1,12
1149,SHRI SHRINIVASA ENG WORKS,2,9,10,0,0,4,1,1,1,2,1,0,31
1150,SHRI SHYAM ENGG WORKS,0,2,0,3,1,1,2,1,2,2,1,1,16
1151,SHRI SHYAM INDUSTRIES,0,1,0,2,1,2,1,0,1,0,0,1,9
1152,SHRI SWASTIK ENGG,6,5,7,8,1,3,6,2,2,6,6,7,59
1153,SHRI TIRUMALA ENGINEERING WORKS,8,8,5,3,1,4,5,3,4,2,6,3,52
1154,SHRI VADESHWAR TRAILORS,9,1,7,1,1,6,0,1,1,5,2,0,34
1155,SHRI VENKATARAMANA TRAILER WORK,0,3,3,0,2,0,1,1,0,2,1,4,17
1156,SHRI VENKATESHWARA ENGINEERING WORKS,0,5,3,0,6,5,5,5,3,1,3,3,39
1157,SHRI VENKATESHWAR AGRO INDUSTRIES,2,1,2,1,0,0,0,1,0,0,0,0,7
1158,SHRI VIJAY ENGINEERING WORKS,2,1,0,0,3,0,0,0,2,24,0,0,32
1159,SHRI VINAYAK INDUSTRIES,4,0,0,2,3,0,1,0,0,1,2,1,14
1160,SHRI VISHWAKARMA AUTOMOBILE,22,16,24,14,5,2,2,1,10,7,5,8,116
1161,SHUBHADA INDUSTRIES,0,0,0,1,0,0,0,0,0,0,0,0,1
1162,SHUBHLAXMI AGRO IND.,0,0,0,0,0,0,0,0,0,0,0,1,1
1163,SIDDHAKALA ENGINEERING AND WELDING WORKS,0,0,0,0,2,4,0,1,0,1,0,0,8
